"시점",M2(말잔 계절조정계열),현금통화,요구불예금,수시입출식저축성예금,MMF,만기2년미만정기예적금,수익증권,시장형상품1),만기2년미만금융채,만기2년미만금전신탁,기타2)
"2019.09",2862820.3,110485.1,241734.0,541800.1,45290.4,1191086.9,221276.3,23961.6,86884.3,263238.7,137062.8
"2019.10",2876203.0,111800.2,244154.0,542221.4,45360.9,1200531.6,221936.2,23104.7,86934.7,261787.4,138371.9
"2019.11",2906367.0,112399.4,246949.3,556608.6,45698.2,1210408.3,223383.7,22592.6,84708.0,266788.4,136830.6
"2019.12",2913479.1,114664.1,256651.1,568213.0,40715.2,1189832.6,228276.8,21002.0,82393.0,268068.7,143662.5
"2020.01",2934433.6,114813.7,262269.9,575686.0,54138.7,1193923.4,223443.9,20447.5,81006.1,268785.7,139918.6
"2020.02",2962716.3,118442.0,271195.0,590525.4,61743.9,1192342.0,222364.2,19606.6,82758.9,268604.9,135133.5
"2020.03",2981361.2,120113.0,277021.6,602754.6,45941.0,1205726.7,223226.6,19065.8,81320.9,259868.5,146322.6
"2020.04",3015118.9,122188.5,287119.2,613454.0,47461.6,1203157.3,221977.8,19440.0,85192.0,266275.0,148853.4
"2020.05",3052853.9,123530.9,296244.9,626261.6,62506.1,1200437.4,219590.6,16812.9,86568.4,266213.3,154687.7
"2020.06",3074968.6,126981.0,303128.2,642410.1,61805.9,1196802.5,216527.7,15991.9,86330.4,266099.3,158891.4
"2020.07",3101085.0,128171.3,308101.2,654361.6,65821.0,1190993.0,219271.9,15854.1,88406.5,270001.9,160102.6
"2020.08",3104519.1,129950.5,314047.7,660976.3,64524.2,1187961.9,219201.3,14021.6,86711.9,263416.4,163707.3
"2020.09",3130951.2,132247.3,322890.3,671741.9,60353.6,1192425.5,215972.7,14699.3,87398.7,271734.0,161487.9
"2020.10",3167776.6,131964.8,333655.6,681040.3,63745.2,1189742.7,220101.4,15612.4,90070.6,276590.8,165252.8
"2020.11",3198075.5,134693.9,341869.6,693176.5,68510.7,1190327.9,219664.5,14150.5,88937.0,283271.6,163473.3
"2020.12",3193700.9,136166.2,341682.1,706396.0,58370.5,1188894.3,223518.7,14282.2,87460.1,270215.3,166715.6
"2021.01",3234250.4,136956.7,350230.2,711435.5,77715.0,1192022.4,224580.9,14579.0,86625.2,277915.2,162190.3
"2021.02",3265886.6,136616.1,358376.9,721264.5,71459.8,1193589.0,230469.4,15726.5,89177.2,284205.8,165001.4
"2021.03",3317829.9,141891.4,365684.3,738341.9,71815.5,1200979.3,231088.1,16665.3,88010.3,290981.3,172372.4
"2021.04",3348177.5,142031.5,382785.2,735639.8,79066.9,1194796.9,234115.6,18401.8,94664.3,307819.7,158855.8
"2021.05",3388794.2,144770.8,375568.6,747972.4,84032.7,1207588.2,243343.8,19824.7,89574.5,296415.9,179702.7
"2021.06",3408441.9,146257.5,378783.6,755736.9,75696.0,1217827.1,245646.3,20068.1,93843.2,300940.9,173642.3
"2021.07",3439964.2,146451.9,386045.9,761408.3,87200.3,1224041.3,245368.6,21455.7,98791.4,302367.9,166832.8
"2021.08",3501222.1,149393.2,407152.4,771869.3,73209.3,1233234.3,254760.2,23622.8,100826.3,312443.1,174711.2
"2021.09",3514535.3,150039.6,404147.5,782495.2,66991.0,1240247.8,258230.7,25126.0,100494.1,309159.3,177604.1
"2021.10",3559644.9,151898.8,404621.0,782859.0,72048.8,1254418.9,263402.6,24908.1,106975.4,313864.7,184647.6
"2021.11",3602112.5,155029.9,409305.9,792257.1,65217.4,1264909.0,267351.8,28778.5,109648.6,320600.5,189013.8
"2021.12",3610685.1,155830.0,404695.7,796763.1,56116.5,1277931.1,271095.5,31569.1,107036.3,326373.2,183274.5
"2022.01",3641786.9,150171.0,406334.0,794284.8,63231.0,1305961.5,260100.9,30068.0,108475.0,343342.3,179818.4
"2022.02",3653013.9,158033.5,406842.0,803127.6,58225.5,1318906.2,263752.7,29396.6,113093.6,317989.6,183646.7
"2022.03",3644094.6,161589.6,415361.9,797303.5,53379.2,1319151.3,267808.8,29462.7,110627.7,310339.6,179070.4
"2022.04",3656057.6,160842.0,413389.0,795808.3,50166.2,1333516.2,268814.0,29919.3,115478.9,312290.4,175833.3
"2022.05",3700645.9,164300.3,431226.2,792054.9,38660.9,1358272.6,269787.5,33570.3,116574.2,319217.3,176981.7
"2022.06",3691386.1,165668.0,424679.7,790244.4,28437.1,1373276.6,267059.7,33708.9,117549.8,314618.3,176143.6
"2022.07",3719258.7,164955.5,412982.9,769427.7,29848.4,1415223.0,270009.0,34949.2,122593.1,318988.7,180281.2
"2022.08",3738504.6,167385.5,404576.8,766610.2,26565.5,1444344.4,269455.8,33870.3,123902.1,321753.1,180040.9
"2022.09",3745708.5,164347.0,402260.2,750262.1,6824.5,1479045.8,269711.8,36383.1,128500.8,320734.4,187638.9
"2022.10",3768318.1,166763.6,382604.8,734712.5,10960.2,1533341.6,263931.9,36156.4,130223.9,313210.8,196412.4
"2022.11",3781827.7,164215.1,370205.7,712027.5,14615.4,1586394.7,257201.2,38626.2,130695.1,305398.2,202448.8
